;Razón Social;Marca;Importe;Fecha;Provincia;CCAA;CIF;Axesor URL;Dirección;Constitución;CNAE;SIC
3595;MONCHY HOUSEWARE FACTORY, S.L.;MONCHY;200.000,00 €;12/11/2008;Ciudad Real;Castilla - La Mancha;B13465240;;;;;
3596;HISPAFUENTES, S.L.;HISPAFUENTES;100.000,00 €;04/06/2009;Toledo;Castilla - La Mancha;B82494048;;;;;
3597;HISPAFUENTES, S.L.;HISPAFUENTES;100.000,00 €;04/06/2009;Toledo;Castilla - La Mancha;B82494048;;;;;
3598;STACO BUS, S.A.;STACO BUS;400.000,00 €;04/09/2009;Albacete;Castilla - La Mancha;A02436152;;;;;
3599;FIBERSHIPS NAÚTICA, S.A.;FIBERSHIPS;300.000,00 €;19/05/2010;Toledo;Castilla - La Mancha;;;;;;
3600;ABADA SERVICIOS DESARROLLO, S.A.;ABADA;150.000,00 €;27/05/2010;Toledo;Castilla - La Mancha;A82766981;;;;;
3601;ABADA SERVICIOS DESARROLLO, S.A.;ABADA;150.000,00 €;27/05/2010;Toledo;Castilla - La Mancha;A82766981;;;;;
3602;CELIBER CABINAS Y BANCADAS, S.A.;CELIBER;300.000,00 €;29/07/2010;Toledo;Castilla - La Mancha;A28475929;;;;;
3603;AMARANTO EUROGROUP, S.L.;AMARANTO;200.000,00 €;30/03/2011;Cuenca;Castilla - La Mancha;B97749964;;;;;
3604;AMARANTO EUROGROUP, S.L.;AMARANTO;200.000,00 €;30/03/2011;Cuenca;Castilla - La Mancha;B97749964;;;;;
3605;AVICULTORES CENTRO ESTE, S.L.;AVICULTORES CENTRO ESTE (antes PITAS AGROPUECUARIA;1.000.000,00 €;03/06/2011;Guadalajara;Castilla - La Mancha;B19273499;;;;;
3606;GRUPO ANDAMARC, S.L.;GRUPO ANDAMARC;500.000,00 €;19/10/2011;Ciudad Real;Castilla - La Mancha;B13513114;;;;;
3607;BRAHM PRECISION PRODUCTS CORPORATION, SPAIN,, S.A.;BRAHM (antigua SYSTEMS AND MANUFACTURING SPAIN);500.000,00 €;30/12/2011;Ciudad Real;Castilla - La Mancha;A78785318;;;;;
3608;FACTOR VERDE, S.A.;FACTOR VERDE;200.000,00 €;26/09/2012;Guadalajara;Castilla - La Mancha;;;;;;
3609;CANTENET, S.L.;CANTENET;125.000,00 €;27/09/2012;Ciudad Real;Castilla - La Mancha;B13127220;;;;;
3610;ENTORNOS INNOVADORES, S.L.;ENTORNOS INNOVADORES;100.000,00 €;24/10/2012;Albacete;Castilla - La Mancha;B02377935;;;;;
3611;ACTIVIDADES LOGÍSTICAS CENTRALIZADAS, S.L.;ACTIVIDADES LOGÍSTICAS CENTRALIZADAS;300.000,00 €;18/10/2013;Toledo;Castilla - La Mancha;;;;;;
3612;SERVICIOS INFANTILES DULCINEA, S.L.;SERVICIOS INFANTILES DULCINEA;100.000,00 €;28/10/2013;Ciudad Real;Castilla - La Mancha;B13388467;;;;;
3613;SERVICIOS ECOLÓGICOS DE RECURSOS PARA EL CAMPO, S.L.;SERCAMPO;75.000,00 €;15/11/2013;Cuenca;Castilla - La Mancha;;;;;;
3614;ABADA SERVICIOS DESARROLLO, S.A.;ABADA;250.000,00 €;23/02/2011;Toledo;Castilla - La Mancha;A82766981;;;;;
3615;ABADA SERVICIOS DESARROLLO, S.A.;ABADA;250.000,00 €;23/02/2011;Toledo;Castilla - La Mancha;A82766981;;;;;
3616;HISPAFUENTES, S.L.;HISPAFUENTES;200.000,00 €;14/12/2011;Toledo;Castilla - La Mancha;B82494048;;;;;
3617;HISPAFUENTES, S.L.;HISPAFUENTES;200.000,00 €;14/12/2011;Toledo;Castilla - La Mancha;B82494048;;;;;
3618;FAC SEGURIDAD, S.A.;FAC SEGURIDAD, S.A;100.000,00 €;04/03/2014;Toledo;Castilla - La Mancha;A28270908;;;;;
3619;RECYCLED GARBAGE SYSTEM 2, S.L.;RECYCLED GARBAGE SYSTEM 2, SL;125.000,00 €;11/09/2014;Ciudad Real;Castilla - La Mancha;B13553243;;;;;
3620;CPT MEDIESTETIC SERVICIOS MEDICINA ESTETICA, S.L.;MEDIESTETIC;120.000,00 €;13/11/2014;Toledo;Castilla - La Mancha;B45353299;;;;;
3621;CPT MEDIESTETIC SERVICIOS MEDICINA ESTETICA, S.L.;MEDIESTETIC;120.000,00 €;13/11/2014;Toledo;Castilla - La Mancha;B45353299;;;;;
3622;ENOVA RESONANCIA MAGNETICA, S.L.;ENOVA CENTRO MEDICO;200.000,00 €;04/12/2014;Toledo;Castilla - La Mancha;B45811817;;;;;
3623;AITANIEL, S.L.;aitaniel;30.000,00 €;13/01/2015;Toledo;Castilla - La Mancha;B45823929;;;;;
3624;PROTECCION CONTRA INCENDIOS CLIMA, S.L.;PCICLIMA;200.000,00 €;15/01/2015;Guadalajara;Castilla - La Mancha;B84886910;;;;;
3625;HORMIGONES REFRACTARIOS DE ESPAÑA, S.A.;HORMIREFRA;150.000,00 €;20/01/2015;Toledo;Castilla - La Mancha;;;;;;
3626;KLEIN INGENIEROS, S.L.;KLEIN;275.000,00 €;20/01/2015;Toledo;Castilla - La Mancha;B45811403;;;;;
3627;BEHIRIC SGM 2008, S.L.N.E.;behiric;30.000,00 €;12/02/2015;Toledo;Castilla - La Mancha;;;;;;
3628;MANCHEGA OJOS DEL GUADIANA, S.L.;OJOS DEL GUADIANA;200.000,00 €;02/06/2015;Ciudad Real;Castilla - La Mancha;B13257258;;;;;
3629;AGROCALAVERON, S.L.;Quality Onions;60.000,00 €;08/10/2015;Albacete;Castilla - La Mancha;B96525266;;;;;
3630;OPERATIVO CONSULTING, S.L.U.;operativo;50.000,00 €;05/11/2015;Ciudad Real;Castilla - La Mancha;;;;;;
3631;MARQUETERÍA DISEÑO GALA, S.L.;gala;75.000,00 €;24/11/2015;Toledo;Castilla - La Mancha;;;;;;
3632;AMARANTO EUROGROUP, S.L.;AMARANTO;400.000,00 €;24/11/2015;Cuenca;Castilla - La Mancha;B97749964;;;;;
3633;AMARANTO EUROGROUP, S.L.;AMARANTO;400.000,00 €;24/11/2015;Cuenca;Castilla - La Mancha;B97749964;;;;;
3634;VIVA TOLEDO, S.L.;Viva toledo;125.000,00 €;04/02/2016;Toledo;Castilla - La Mancha;B45651023;;;;;
3635;SEGUROS RIVERO ALBALATE, S.L.;SEGUROS RIVERO ALBALATE SL;80.000,00 €;11/02/2016;Ciudad Real;Castilla - La Mancha;B13535414;;;;;
3636;CONSULTORÍA INNOVA SOLUCIONES, S.L.L.;CONSULTORÍA INNOVA;75.000,00 €;18/02/2016;Albacete;Castilla - La Mancha;;;;;;
3637;CPT MEDIESTETIC SERVICIOS MEDICINA ESTETICA, S.L.;MEDIESTETIC;80.000,00 €;18/02/2016;Toledo;Castilla - La Mancha;B45353299;;;;;
3638;CPT MEDIESTETIC SERVICIOS MEDICINA ESTETICA, S.L.;MEDIESTETIC;80.000,00 €;18/02/2016;Toledo;Castilla - La Mancha;B45353299;;;;;
3639;INNOVACIONES FARMACÉUTICAS PYC, S.L.;INNOVACIONES FARMACÉUTICAS PYC;40.000,00 €;17/03/2016;Albacete;Castilla - La Mancha;;;;;;
3640;ARTÍCULOS DE PANADERIA, S.L.;Artipan;100.000,00 €;06/09/2016;Cuenca;Castilla - La Mancha;;;;;;
3641;MARQUETERÍA DISEÑO GALA, S.L.;gala;125.000,00 €;13/10/2016;Toledo;Castilla - La Mancha;;;;;;
3642;HERMANOS DARO 2081, S.L.;Daro;100.000,00 €;13/10/2016;Toledo;Castilla - La Mancha;;;;;;
3643;YADAS MOTOR, S.L.U.;yadas;150.000,00 €;13/10/2016;Toledo;Castilla - La Mancha;;;;;;
3644;SYNERPLUS, S.L.L.;SYNERPLUS;45.000,00 €;18/10/2016;Ciudad Real;Castilla - La Mancha;;;;;;
3645;MADRIJA CONSULTORIA, S.L.;MADRIJA;75.000,00 €;13/12/2016;Toledo;Castilla - La Mancha;B45838133;;;;;
3646;BERGON MISION GRAFICA, S.L.;bergon;100.000,00 €;16/12/2016;Toledo;Castilla - La Mancha;B45749165;;;;;
3647;BERGON MISION GRAFICA, S.L.;bergon;100.000,00 €;16/12/2016;Toledo;Castilla - La Mancha;B45749165;;;;;
3648;ALUMINIOS FRAMAR, S.L.U.;ALUFRAMAR;75.000,00 €;02/02/2017;Toledo;Castilla - La Mancha;;;;;;
3649;CADIADOTRES, S.L.;CADIADOTRES;75.000,00 €;23/03/2017;Toledo;Castilla - La Mancha;B45756111;;;;;
3650;COMUNITELIA COMUNICACIONES, S.L.;COMUNITELIA;115.000,00 €;01/06/2017;Ciudad Real;Castilla - La Mancha;B13555149;;;;;
3651;PUERTAS CUESTA Y COMPLEMENTOS, S.L.;Puertas Cuesta;250.000,00 €;24/11/2017;Toledo;Castilla - La Mancha;B84684240;;;;;
3652;KAAM INNOVACION Y TECNOLOGIA, S.L.;KAAM INNOVACION;45.000,00 €;05/12/2017;Albacete;Castilla - La Mancha;B02558112;;;;;
3653;AZAFRANES MANCHUELA, S.L.;AZAMAN;75.000,00 €;19/12/2017;Cuenca;Castilla - La Mancha;B16313496;;;;;
3654;JIZ OPERACIONES, S.L.;JIZ;300.000,00 €;22/12/2017;Toledo;Castilla - La Mancha;;;;;;
3655;AURORA DIGITAL, S.L.;AURORA DIGITAL;50.000,00 €;29/07/2010;Madrid;Madrid, Comunidad de;B85978120;;;;;
3656;RENTAS HOSTELERAS, S.L.;RENTAS HOSTELERAS;35.000,00 €;25/11/2010;Albacete;Castilla - La Mancha;B02503597;;;;;
3657;EQUIPAMIENTOS TURISTICOS Y URBANOS DE ANDALUCIA, S.L.L.;ETU;50.000,00 €;13/01/2011;Albacete;Castilla - La Mancha;;;;;;
3658;GOTESA CONSULTORES, S.L.;GOTESA CONSULTORES;39.000,00 €;20/01/2011;Cuenca;Castilla - La Mancha;B45708633;;;;;
3659;IBERLYNX MOBILE SOLUTIONS, S.L.;IBERLYNX;40.800,00 €;17/02/2011;Ciudad Real;Castilla - La Mancha;B13515549;;;;;
3660;JOBSSY, S.L.;JOBSSY;47.000,00 €;10/03/2011;Cuenca;Castilla - La Mancha;B16289555;;;;;
3661;JOBSSY, S.L.;JOBSSY;47.000,00 €;10/03/2011;Cuenca;Castilla - La Mancha;B16289555;;;;;
3662;SERVICIOS ENERGETICOS GUADALAJARA, S.L.;SENERGU;35.000,00 €;17/03/2011;Guadalajara;Castilla - La Mancha;B19274778;;;;;
3663;CHARANDEL, S.L.;CHARANDEL, SL;33.500,00 €;19/05/2011;Toledo;Castilla - La Mancha;B45751450;;;;;
3664;PERDICES DEL VISO DEL MARQUES, S.L.;PERDICES DEL VISO DEL MARQUES, SL;31.000,00 €;14/07/2011;Ciudad Real;Castilla - La Mancha;B13520994;;;;;
3665;VESTERIS INNOVACION, S.L.;VESTERIS INNOVACION, SL;40.000,00 €;28/07/2011;Toledo;Castilla - La Mancha;B45737251;;;;;
3666;OBRADOR LOS OLIVOS, S.L.;OBRADOR LOS OLIVOS, SL;34.000,00 €;28/07/2011;Albacete;Castilla - La Mancha;B02513901;;;;;
3667;MASSIVEKNOWLEDGE, S.L.;MASSIVEKNOWLEDGE, SL;50.000,00 €;13/10/2011;Ciudad Real;Castilla - La Mancha;B13518873;;;;;
3668;AGROALIMENTARIA MANCHEGA DE BIOTECNOLOGIA, S.L.;AGROALIMENTARIA MANCHEGA DE BIOTECNOLOGIA, SL;50.000,00 €;27/10/2011;Ciudad Real;Castilla - La Mancha;B45721263;;;;;
3669;KUMOTEC CONSULTING, S.L.;KUMOTEC CONSULTING;15.000,00 €;27/01/2012;Ciudad Real;Castilla - La Mancha;B13532387;;;;;
3670;CATERING LA ENCRUCIJADA, S.L.L.;CATERING LA ENCRUCIJADA, SLL;50.000,00 €;03/02/2012;Ciudad Real;Castilla - La Mancha;;;;;;
3671;LIEC AGROALIMENTARIA, S.L.;LIEC AGROALIMENTARIA, SL;50.000,00 €;03/02/2012;Ciudad Real;Castilla - La Mancha;B13531660;;;;;
3672;ASSISTANCE DIGITAL TECHNOLOGIES, S.L.;ASSISTANCE DIGITAL TECHNOLOGIES, SL;50.000,00 €;09/10/2012;Ciudad Real;Castilla - La Mancha;B98433295;;;;;
3673;BEPERK INTERNET, S.L.U.;Beperk;75.000,00 €;24/01/2013;Guadalajara;Castilla - La Mancha;;;;;;
3674;PASTA Y CAFÉ RESTAURACIÓN, S.L.;PASTA Y CAFÉ RESTAURACIÓN, SL;48.000,00 €;18/12/2012;Cuenca;Castilla - La Mancha;;;;;;
3675;LUGTON GROUP, S.L.;LUGTON GROUP, SL;65.000,00 €;17/01/2013;Toledo;Castilla - La Mancha;B45783768;;;;;
3676;SERVICIOS DE GESTIÓN DE DATOS ON LINE, S.L.;SERVICIOS DE GESTIÓN DE DATOS ON LINE, SL;57.000,00 €;20/12/2013;Cuenca;Castilla - La Mancha;;;;;;
3677;CONDUZCOYO MOVILIDAD URBANA, S.L.;CONDUZCOYO MOVILIDAD URBANA, SL;47.000,00 €;21/11/2013;Guadalajara;Castilla - La Mancha;B19289412;;;;;
3678;FAMILY STOCK, S.L.;FAMILY STOCK;37.606,00 €;04/11/2013;Toledo;Castilla - La Mancha;B45746708;;;;;
3679;BODEGAS D4, S.L.;BODEGAS D4, SL;55.000,00 €;19/11/2013;Cuenca;Castilla - La Mancha;B16299828;;;;;
3680;ALVECO ON LINE, S.L.;ALVECO;35.000,00 €;12/12/2013;Albacete;Castilla - La Mancha;B02534154;;;;;
3681;ACCESSIBLE CITY MAPS, S.L.;ACCESSIBLE CITY MAPS, SL;50.000,00 €;06/03/2014;Ciudad Real;Castilla - La Mancha;B13549365;;;;;
3682;COMPARADOC SALUD, S.L.;COMPARADOC SALUD, SL;55.000,00 €;05/03/2014;Toledo;Castilla - La Mancha;B45803145;;;;;
3683;FIDILITI SPAIN, S.L.;FIDILITI SPAIN, SL;60.000,00 €;05/03/2014;Cuenca;Castilla - La Mancha;B16301624;;;;;
3684;ILIVE SMART SERVICESDESIGN, S.L.;ILIVE SMART SERVICESDESIGN, SL;30.000,00 €;07/03/2014;Toledo;Castilla - La Mancha;;;;;;
3685;QUALIFIED EXPERIENCE, S.L.;QUEX;75.000,00 €;04/09/2014;Toledo;Castilla - La Mancha;B45791514;;;;;
3686;MTV COSMETICS , S.L.;mtv cosmetics;60.000,00 €;14/11/2014;Toledo;Castilla - La Mancha;;;;;;
3687;2BI SMART IT, S.L.;2BI SMART IT SL;70.000,00 €;21/11/2014;Albacete;Castilla - La Mancha;B02529659;;;;;
3688;MUSIC LAND, S.L.U.;MOUSIKÈ;25.000,00 €;09/07/2015;Toledo;Castilla - La Mancha;;;;;;
3689;SOLUCIONES AVANZADAS INDALAGAR, S.L.;Indalagar;25.000,00 €;21/07/2015;Toledo;Castilla - La Mancha;B45829686;;;;;
3690;DIFERRO COMPONENTES, S.L.U.;DIFERRO COMPONENTES;75.000,00 €;03/09/2015;Ciudad Real;Castilla - La Mancha;;;;;;
3691;BODEGAS MARENTO, S.L.;Bodegas Marento;50.000,00 €;15/09/2015;Toledo;Castilla - La Mancha;B45831435;;;;;
3692;LO MEJOR DEL GIMNASIO, S.L.;Lo mejor del gym;75.000,00 €;19/11/2015;Toledo;Castilla - La Mancha;B45828258;;;;;
3693;M-MARTESVEL, S.L.;Mastervel;75.000,00 €;01/12/2015;Toledo;Castilla - La Mancha;B45836756;;;;;
3694;ICASEBOARD, S.L.U.;ICASEBOARD;60.000,00 €;22/12/2015;Albacete;Castilla - La Mancha;;;;;;
3695;SOCIALBETS APP, S.L.;SocialBets;60.000,00 €;21/04/2016;Ciudad Real;Castilla - La Mancha;B87088084;;;;;
3696;VALIENTE Y RICO, S.L.;V&R;40.000,00 €;20/12/2016;Albacete;Castilla - La Mancha;B02582351;;;;;
3697;VALDIPOL, S.L.U.;VALDIPOL, SL;75.000,00 €;20/12/2016;Toledo;Castilla - La Mancha;;;;;;
3698;EXCELLENTING INNOVATION TO MARKET, S.L.;EXCELLENTING;60.000,00 €;10/01/2017;Guadalajara;Castilla - La Mancha;B19311901;;;;;
3699;WINNECK, S.L.;winneck;60.000,00 €;24/01/2017;Ciudad Real;Castilla - La Mancha;B13585252;;;;;
3700;TALLER DENTAL CARLOS TEVAR, S.L.;TALLER DENTAL;25.000,00 €;09/02/2017;Albacete;Castilla - La Mancha;B02580181;;;;;
3701;KAUCHI DI VANG, S.L.;Valiente Y Almendros;30.000,00 €;21/02/2017;Albacete;Castilla - La Mancha;B02585230;;;;;
3702;WARDEN AUTOMATION, S.L.;Retail Oculus;50.000,00 €;04/05/2017;Ciudad Real;Castilla - La Mancha;B13584941;;;;;
3703;PREDICTING DATA, S.L.;PredictingData;50.000,00 €;16/05/2017;Cuenca;Castilla - La Mancha;B16329690;;;;;
3704;HERLOBE MOLDURAS Y RECUBRIMIENTOS, S.A.;HERLOBE;601.012,00 €;29/01/2001;Toledo;Castilla - La Mancha;A45452703;;;;;
3705;ELONDRA, S.L.;ELONDRA;150.000,00 €;04/02/2009;Toledo;Castilla - La Mancha;B45569746;;;;;
3706;SOUTHWING, S.L.;SOUTHWING;300.000,00 €;16/09/2003;Barcelona;Cataluña;B62634944;;;;;
3707;VISION ADVANCE, S.L.;VISION ADVANCE;400.000,00 €;11/03/2004;Barcelona;Cataluña;B62408539;;;;;
3708;PRAESENTIS, S.L.;PRAESENTIS;150.000,00 €;08/10/2004;Barcelona;Cataluña;B22241244;;;;;
3709;PRAESENTIS, S.L.;PRAESENTIS;150.000,00 €;08/10/2004;Barcelona;Cataluña;B22241244;;;;;
3710;PRAESENTIS, S.L.;PRAESENTIS;150.000,00 €;08/10/2004;Barcelona;Cataluña;B22241244;;;;;
3711;UBQ´S BUSINESS, S.A.;UBQ´S;200.000,00 €;08/11/2005;Barcelona;Cataluña;;;;;;
3712;INTEGRA INTERACTIVE, S.L.;INTEGRA;300.000,00 €;22/12/2006;Barcelona;Cataluña;B63663512;;;;;
3713;HOTEL INTERACTIVE TELEVISION SYSTEM, S.L.;HITS;200.000,00 €;24/01/2007;Barcelona;Cataluña;;;;;;
3714;WILICO WIRELESS NETWORKING SOLUTIONS, S.A.;FUTURLINk;500.000,00 €;19/04/2007;Barcelona;Cataluña;A63221295;;;;;
3715;PRAESENTIS, S.L.;PRAESENTIS;100.000,00 €;25/09/2007;Barcelona;Cataluña;B22241244;;;;;
3716;PRAESENTIS, S.L.;PRAESENTIS;100.000,00 €;25/09/2007;Barcelona;Cataluña;B22241244;;;;;
3717;PRAESENTIS, S.L.;PRAESENTIS;100.000,00 €;25/09/2007;Barcelona;Cataluña;B22241244;;;;;
3718;ARTÉS TECNOLOGÍA ENERGÉTICA, S.L.;TECNO ARTÉS;500.000,00 €;26/03/2008;Barcelona;Cataluña;;;;;;
3719;KINAMIK DATA INTEGRITY, S.L.;KINAMIK;150.000,00 €;05/06/2008;Barcelona;Cataluña;B63925077;;;;;
3720;VIDA SOFTWARE, S.L.;VIDA SOFTWARE;400.000,00 €;29/07/2008;Barcelona;Cataluña;B62551510;;;;;
3721;PRINT ONTIME, S.L.;PRINT ONTIME;75.000,00 €;21/01/2009;Barcelona;Cataluña;B64331572;;;;;
3722;AB-BIOTICS , S.A.;AB-BIOTICS;150.000,00 €;18/03/2009;Barcelona;Cataluña;;;;;;
3723;ORGANIC ADVANCED COMPANY, S.L.;ORGANIC ADVANCED;150.000,00 €;26/03/2009;Barcelona;Cataluña;B64804644;;;;;
3724;ORGANIC ADVANCED COMPANY, S.L.;ORGANIC ADVANCED;150.000,00 €;26/03/2009;Barcelona;Cataluña;B64804644;;;;;
3725;PROASEPTIC TECHNOLOGIES, S.L.U.;PROASEPTIC;400.000,00 €;22/04/2009;Barcelona;Cataluña;;;;;;
3726;INFINITEC ACTIVOS, S.L.;INFINITEC;250.000,00 €;06/05/2009;Barcelona;Cataluña;B63641229;;;;;
3727;X-RAY IMATEK, S.L.;XRAY;150.000,00 €;27/05/2009;Barcelona;Cataluña;B64237662;;;;;
3728;ALERIA BIODEVICES, S.L.;ALERIA;100.000,00 €;19/06/2009;Barcelona;Cataluña;B64665664;;;;;
3729;AQSENSE, S.L.;AQSENSE;200.000,00 €;04/09/2009;Barcelona;Cataluña;B17808239;;;;;
3730;AQSENSE, S.L.;AQSENSE;200.000,00 €;04/09/2009;Barcelona;Cataluña;B17808239;;;;;
3731;EXPERIENCEON VENTURES, S.L.;EXPERIENCEON;225.000,00 €;09/09/2009;Barcelona;Cataluña;B64797285;;;;;
3732;AMBIENSYS, S.L.;AMBIENSYS;500.000,00 €;22/09/2009;Barcelona;Cataluña;B63700710;;;;;
3733;PROMOFARMA ECOM, S.L.;PROMOFARMA ECOM SL (antigua NOVA VENTUS CONSULTING;250.000,00 €;07/10/2009;Barcelona;Cataluña;B65130122;;;;;
3734;TOMTOM TELEMATICS SPAIN, S.L.;TOMTOM;300.000,00 €;18/11/2009;Barcelona;Cataluña;B62284203;;;;;
3735;APC SYSTEMS BCN, S.L.;APC;250.000,00 €;18/11/2009;Barcelona;Cataluña;B63574768;;;;;
3736;SEPMAG TECNOLOGIES, S.L.;SEPMAG;140.000,00 €;02/12/2009;Barcelona;Cataluña;B64490899;;;;;
3737;DESARROLLOS DENTALES PLUS TRES, S.L.;PLUS TRES;75.000,00 €;23/12/2009;Barcelona;Cataluña;B63933022;;;;;
3738;LUNAR NEW MEDIA, S.L.;LUNAR NEW MEDIA (ALOOHA);100.000,00 €;23/12/2009;Barcelona;Cataluña;B64709546;;;;;
3739;HELPMYCASH, S.L.;HELPMYCASH (antes Mortgage Exchange);300.000,00 €;23/12/2009;Barcelona;Cataluña;B64647050;;;;;
3740;BIOCONTROL TECHNOLOGIES, S.L.;BIOCONTROL TECHNOLOGIES;150.000,00 €;29/12/2009;Barcelona;Cataluña;B63545446;;;;;
3741;VISUARIOS, S.L.;SCLIPO;200.000,00 €;29/12/2009;Barcelona;Cataluña;B64436132;;;;;
3742;INTERCOM WORLD WIDE, S.L.;GRUPO INTERCOM;400.000,00 €;20/01/2010;Barcelona;Cataluña;B63809503;;;;;
3743;PICVISA MACHINE VISION SYSTEMS, S.L.;PICVISA;600.000,00 €;02/06/2010;Barcelona;Cataluña;B62986815;;;;;
3744;PICVISA MACHINE VISION SYSTEMS, S.L.;PICVISA;600.000,00 €;02/06/2010;Barcelona;Cataluña;B62986815;;;;;
3745;THECHANNER PLANS, S.L.;THECHANNER;150.000,00 €;09/06/2010;Barcelona;Cataluña;B64645914;;;;;
3746;AQUILES ROBOTIC SYSTEMS, S.L.;AQUILES;150.000,00 €;16/06/2010;Barcelona;Cataluña;B64353550;;;;;
3747;VISION ROBOTICS INGENIERÍA Y SISTEMAS, S.L.;VISION ROBOTICS;200.000,00 €;24/06/2010;Barcelona;Cataluña;;;;;;
3748;PETRA INVENTUM, S.L.;PETRA;150.000,00 €;08/09/2010;Barcelona;Cataluña;B64994049;;;;;
3749;GEM-MED, S.L.;GEM-MED;500.000,00 €;16/09/2010;Barcelona;Cataluña;B63585095;;;;;
3750;AGILE CONTENT, S.A.;AGILE;250.000,00 €;23/09/2010;Madrid;Madrid, Comunidad de;B64549181;;;;;
3751;AGILE CONTENT, S.A.;AGILE;250.000,00 €;23/09/2010;Madrid;Madrid, Comunidad de;B64549181;;;;;
3752;AGILE CONTENT, S.A.;AGILE;250.000,00 €;23/09/2010;Madrid;Madrid, Comunidad de;B64549181;;;;;
3753;AGILE CONTENT, S.A.;AGILE;250.000,00 €;23/09/2010;Madrid;Madrid, Comunidad de;B64549181;;;;;
3754;PARKHELP SISTEMAS DE APARCAMIENTOS, S.L.;PARKHELP (antes E2S);450.000,00 €;20/10/2010;Tarragona;Cataluña;B62075932;;;;;
3755;PARKHELP SISTEMAS DE APARCAMIENTOS, S.L.;PARKHELP (antes E2S);450.000,00 €;20/10/2010;Tarragona;Cataluña;B62075932;;;;;
3756;PARKHELP SISTEMAS DE APARCAMIENTOS, S.L.;PARKHELP (antes E2S);450.000,00 €;20/10/2010;Tarragona;Cataluña;B62075932;;;;;
3757;PRAESENTIS, S.L.;PRAESENTIS;100.000,00 €;09/12/2010;Barcelona;Cataluña;B22241244;;;;;
3758;PRAESENTIS, S.L.;PRAESENTIS;100.000,00 €;09/12/2010;Barcelona;Cataluña;B22241244;;;;;
3759;PRAESENTIS, S.L.;PRAESENTIS;100.000,00 €;09/12/2010;Barcelona;Cataluña;B22241244;;;;;
3760;3SCALE NETWORKS, S.L.;3SCALE NETWORKS;200.000,00 €;22/12/2010;Barcelona;Cataluña;;;;;;
3761;QUSTODIAN TRUST, S.L.;QUSTODIAN;200.000,00 €;23/12/2010;Barcelona;Cataluña;B85648228;;;;;
3762;TUSO TECHNOLOGIES, S.L.;FIABEE;200.000,00 €;22/12/2010;Barcelona;Cataluña;B64956428;;;;;
3763;OMNIA MOLECULAR, S.L.;OMNIA;600.000,00 €;31/12/2010;Barcelona;Cataluña;B63874069;;;;;
3764;BEABLOO, S.L.;BEABLOO;150.000,00 €;29/12/2010;Barcelona;Cataluña;B64894066;;;;;
3765;BEABLOO, S.L.;BEABLOO;150.000,00 €;29/12/2010;Barcelona;Cataluña;B64894066;;;;;
3766;OONAIR MOBILE VIDEO TECHNOLOGIES, S.L.;Oonair;300.000,00 €;19/01/2011;Barcelona;Cataluña;B65262891;;;;;
3767;INNOVAWIN 2006, S.L.;INNOVAWIN;150.000,00 €;30/03/2011;Barcelona;Cataluña;B64205032;;;;;
3768;GROUPALIA COMPRA COLECTIVA SL Antigua offerum;OFFERUM;200.000,00 €;30/03/2011;Barcelona;Cataluña;;;;;;
3769;ZYNCRO TECH;ZYNCRO TECH;150.000,00 €;27/04/2011;Barcelona;Cataluña;;;;;;
3770;WORLDSENSING, S.L.;WORLDSENSING;100.000,00 €;06/05/2011;Barcelona;Cataluña;B64902208;;;;;
3771;WORLDSENSING, S.L.;WORLDSENSING;100.000,00 €;06/05/2011;Barcelona;Cataluña;B64902208;;;;;
3772;PUNTECH MOBILITY, S.L.;PUNTECH;100.000,00 €;03/06/2011;Barcelona;Cataluña;B65005019;;;;;
3773;OPTALIA GROUP INVEST, S.L.;OPTALIA;200.000,00 €;06/07/2011;Barcelona;Cataluña;B64268121;;;;;
3774;ADMAN INTERACTIVE, S.L.;ADMAN;150.000,00 €;20/07/2011;Barcelona;Cataluña;B65171605;;;;;
3775;ADMAN INTERACTIVE, S.L.;ADMAN;150.000,00 €;20/07/2011;Barcelona;Cataluña;B65171605;;;;;
3776;I3DAT INGENIERÍA Y SISTEMAS, S.L.;i3DAT;600.000,00 €;07/10/2011;Barcelona;Cataluña;;;;;;
3777;URBIOTICA, S.L.;URBIOTICA;200.000,00 €;21/10/2011;Barcelona;Cataluña;B64870090;;;;;
3778;URBIOTICA, S.L.;URBIOTICA;200.000,00 €;21/10/2011;Barcelona;Cataluña;B64870090;;;;;
3779;WORKMETER, S.L.;WORKMETER;275.000,00 €;23/11/2011;Barcelona;Cataluña;B65493298;;;;;
3780;SAGETIS BIOTECH, S.L.;SAGETIS;150.000,00 €;30/11/2011;Barcelona;Cataluña;B65321051;;;;;
3781;TRAFFIC NETWORK SOLUTIONS, S.L.;TRAFFIC NETWORK;100.000,00 €;07/12/2011;Barcelona;Cataluña;B64902430;;;;;
3782;TEKNOKROMA ANALÍTICA, S.A.;TEKNOKROMA;250.000,00 €;19/01/2012;Barcelona;Cataluña;;;;;;
3783;FOCUS ON EMOTIONS, S.L.;FOCUS ON EMOTIONS;100.000,00 €;01/02/2012;Barcelona;Cataluña;B63505150;;;;;
3784;DEXMA SENSORS, S.L.;DEXMA SENSORS;250.000,00 €;02/02/2012;Barcelona;Cataluña;B64461270;;;;;
